ID,custcat,region,marital,churn,monthly_revenue,expected_tenure,CLV,sf_12m
597,Plus service,Zone 2,Unmarried,No,45,32.77758148335652,1474.9911667510435,0.7755169895437986
598,Plus service,Zone 1,Unmarried,No,45,224.2129806079643,10089.584127358394,0.9863079284761285
599,Total service,Zone 2,Unmarried,Yes,65,96.83704712142496,6294.408062892622,0.9421856209265489
600,Basic service,Zone 2,Unmarried,Yes,25,16.236436094076343,405.9109023519086,0.5901068934200251
601,Basic service,Zone 3,Unmarried,Yes,25,28.549501966361312,713.7375491590328,0.7431471243001918
602,E-service,Zone 3,Unmarried,Yes,35,40.39244674179725,1413.7356359629039,0.8197843197568297
603,Basic service,Zone 2,Unmarried,Yes,25,24.787389688536567,619.6847422134142,0.7076753666668946
604,Plus service,Zone 1,Unmarried,No,45,228.66624219961366,10289.980898982614,0.9868183201700872
605,E-service,Zone 2,Married,No,35,123.07391428556001,4307.5869999946,0.96028847070537
606,E-service,Zone 2,Unmarried,No,35,555.0432082049579,19426.512287173526,0.9980676709373534
607,Plus service,Zone 1,Unmarried,No,45,105.60013678639152,4752.0061553876185,0.9493584041458272
608,Basic service,Zone 1,Unmarried,No,25,38.069387498997905,951.7346874749476,0.8078258109787282
609,Total service,Zone 1,Married,Yes,65,81.25191454855691,5281.374445656199,0.9252315892122539
610,Basic service,Zone 1,Unmarried,Yes,25,27.50703048953168,687.675762238292,0.7340308761979256
611,Plus service,Zone 3,Married,No,45,62.22640164585298,2800.188074063384,0.8925411403190845
612,E-service,Zone 2,Unmarried,No,35,222.7554770365686,7796.441696279901,0.9861349557723986
613,Plus service,Zone 2,Married,No,45,175.39847273897496,7892.931273253873,0.9783594920214649
614,Plus service,Zone 3,Married,No,45,274.5042456542091,12352.69105443941,0.9908250965360398
615,Plus service,Zone 3,Married,No,45,206.92529438084367,9311.638247137966,0.9840450969882627
616,Basic service,Zone 3,Unmarried,No,25,15.92762066385808,398.190516596452,0.5844732142648348
617,Basic service,Zone 3,Unmarried,Yes,25,61.445110192371274,1536.127754809282,0.8907703811989601
618,Plus service,Zone 3,Unmarried,No,45,143.3839805810529,6452.27912614738,0.9691978467718562
619,E-service,Zone 2,Unmarried,No,35,46.540339102828945,1628.9118685990131,0.8464428904680068
620,Total service,Zone 1,Unmarried,No,65,268.73440821842564,17467.736534197666,0.9904218736152265
621,Plus service,Zone 3,Unmarried,No,45,166.0008239871744,7470.037079422848,0.9761198360904018
622,Basic service,Zone 1,Unmarried,No,25,162.70426926546563,4067.6067316366407,0.9752570263613202
623,E-service,Zone 2,Unmarried,Yes,35,50.580170818635686,1770.305978652249,0.8608213720892635
624,E-service,Zone 1,Married,No,35,487.65735482144225,17068.00741875048,0.9973765847254334
625,Total service,Zone 3,Married,Yes,65,22.964484980526183,1492.6915237342018,0.687596751550344
626,Basic service,Zone 2,Married,No,25,94.96089135764488,2374.022283941122,0.9404600614863909
627,Total service,Zone 2,Unmarried,Yes,65,20.190857851845212,1312.405760369939,0.6524933145210803
628,Plus service,Zone 2,Married,No,45,534.4930119880929,24052.185539464183,0.9978856346673552
629,Basic service,Zone 3,Married,No,25,540.7319799170167,13518.299497925418,0.9979432211096423
630,Basic service,Zone 2,Married,Yes,25,34.7151225759228,867.8780643980699,0.7882643973257312
631,Plus service,Zone 3,Unmarried,No,45,181.78100645740585,8180.145290583263,0.9797160591554357
632,Basic service,Zone 1,Married,No,25,86.98822568031272,2174.705642007818,0.9322253201996046
633,Plus service,Zone 2,Married,No,45,148.67502946518934,6690.37632593352,0.971048871646039
634,Total service,Zone 2,Unmarried,Yes,65,84.85698282454499,5515.7038835954245,0.9297431575421409
635,Basic service,Zone 2,Married,No,25,34.7151225759228,867.8780643980699,0.7882643973257312
636,Total service,Zone 2,Unmarried,Yes,65,40.646703955991384,2642.03575713944,0.8210232303952231
637,E-service,Zone 1,Married,No,35,210.92474442544378,7382.366054890532,0.9846122411918701
638,Basic service,Zone 1,Unmarried,Yes,25,16.56493492740988,414.123373185247,0.595963461623441
639,Plus service,Zone 2,Married,No,45,199.44373295301247,8974.96798288556,0.9829036009725215
640,Plus service,Zone 2,Married,No,45,1229.8412345131012,55342.855553089554,0.9997571111562134
641,Total service,Zone 2,Unmarried,No,65,87.64904971438911,5697.188231435292,0.9329689687123007
642,Plus service,Zone 1,Married,No,45,155.0504708752662,6977.271189386979,0.9730770854655879
643,Plus service,Zone 2,Married,No,45,900.433543159289,40519.509442168004,0.9994301690997409
644,Basic service,Zone 3,Unmarried,Yes,25,96.8230442161434,2420.576105403585,0.9421730120664203
645,Basic service,Zone 1,Unmarried,Yes,25,8.979286750326354,224.48216875815885,0.41351861558731795
646,E-service,Zone 2,Unmarried,Yes,35,51.21436671732356,1792.5028351063245,0.8628921902050449
647,Total service,Zone 3,Married,No,65,233.1845363890483,15156.99486528814,0.9873097079958617
648,Total service,Zone 1,Unmarried,Yes,65,17.11460960391531,1112.4496242544951,0.6054617325434158
649,Plus service,Zone 3,Married,No,45,80.52430786196106,3623.593853788248,0.9242697192088095
650,Basic service,Zone 3,Unmarried,No,25,53.07349852253939,1326.8374630634846,0.8687014339906461
651,Plus service,Zone 2,Married,No,45,127.74466699043768,5748.510014569695,0.9626343455944752
652,Basic service,Zone 3,Unmarried,Yes,25,46.91643438175112,1172.9108595437779,0.8478746437459019
653,Plus service,Zone 2,Unmarried,No,45,132.2958163588379,5953.311736147705,0.9647346675225491
654,Basic service,Zone 3,Married,No,25,385.8676405559414,9646.691013898535,0.9955395229379855
655,Basic service,Zone 3,Unmarried,Yes,25,20.372993223921533,509.3248305980383,0.6549897528839042
656,Plus service,Zone 3,Unmarried,No,45,76.6684079245998,3450.0783566069913,0.918856051384985
657,Plus service,Zone 3,Unmarried,Yes,45,157.14553003661484,7071.548851647668,0.9736998475092673
658,Total service,Zone 1,Unmarried,Yes,65,24.862267856945955,1616.047410701487,0.708455754312429
659,E-service,Zone 3,Married,No,35,84.54819694766766,2959.186893168368,0.9293725485746456
660,Basic service,Zone 3,Unmarried,Yes,25,15.3517438830498,383.79359707624496,0.5736217842150427
661,Plus service,Zone 2,Unmarried,No,45,391.23463469927015,17605.558561467158,0.9956736127337952
662,E-service,Zone 3,Married,No,35,923.3590772098092,32317.567702343324,0.9994670152417873
663,Basic service,Zone 1,Married,No,25,28.532692062123974,713.3173015530994,0.7430040598059546
664,Total service,Zone 3,Unmarried,Yes,65,28.29426827997637,1839.1274381984642,0.7409612810587353
665,Total service,Zone 1,Unmarried,No,65,241.69419417931488,15710.122621655468,0.9881688321387204
666,Basic service,Zone 3,Unmarried,No,25,28.3787674063876,709.46918515969,0.7416881799196029
667,Total service,Zone 1,Unmarried,Yes,65,66.74037723865577,4338.124520512625,0.9019812800387467
668,E-service,Zone 1,Married,Yes,35,59.972982412089785,2099.0543844231424,0.8873132995296198
669,E-service,Zone 2,Married,No,35,70.8383114133273,2479.3408994664555,0.9095231487227714
670,Total service,Zone 2,Married,No,65,87.35649462000391,5678.1721503002545,0.9326412221033784
671,E-service,Zone 3,Unmarried,No,35,2781.8430148797634,97364.50552079172,0.9999796528802651
672,E-service,Zone 3,Unmarried,No,35,554.3729270666861,19403.052447334012,0.9980620685900612
673,Plus service,Zone 1,Married,No,45,255.20081380293703,11484.036621132167,0.9893757905247159
674,Basic service,Zone 3,Unmarried,Yes,25,23.02737425327286,575.6843563318215,0.6883258091528165
675,E-service,Zone 1,Unmarried,No,35,16.0040022583501,560.1400790422534,0.5858784090570504
676,Plus service,Zone 3,Unmarried,No,45,180.99633221403985,8144.834949631793,0.9795558048875393
677,Total service,Zone 1,Married,Yes,65,67.96902392946447,4417.98655541519,0.9043374128402233
678,Plus service,Zone 1,Married,No,45,133.5571837439043,6010.073268475693,0.9652870084389206
679,Total service,Zone 1,Married,No,65,67.18350498900853,4366.927824285554,0.9028408813340207
680,E-service,Zone 3,Married,Yes,35,42.67914639537577,1493.770123838152,0.8304731257517445
681,E-service,Zone 1,Unmarried,No,35,394.9907005785843,13824.674520250452,0.9957642452752835
682,Plus service,Zone 1,Married,No,45,228.14974564171456,10266.738553877156,0.986760485018997
683,Plus service,Zone 2,Married,No,45,79.0221491903554,3555.996713565993,0.9222256385015589
684,Basic service,Zone 3,Unmarried,No,25,26.671996735948092,666.7999183987023,0.7263535858013059
685,Plus service,Zone 3,Married,No,45,987.6798725005027,44445.59426252262,0.9995551259866152
686,Plus service,Zone 3,Married,Yes,45,42.92249377913991,1931.5122200612961,0.8315530706762865
687,E-service,Zone 3,Unmarried,No,35,190.4298577003091,6665.045019510819,0.9813717860033871
688,Basic service,Zone 2,Unmarried,Yes,25,19.629083072402754,490.72707681006887,0.6446063279712555
689,Total service,Zone 3,Unmarried,No,65,419.01766958050257,27236.148522732667,0.9962876589981852
690,E-service,Zone 2,Married,No,35,189.77027959916097,6641.959785970634,0.9812522961830717
691,E-service,Zone 1,Married,No,35,126.82096499167153,4438.733774708504,0.962186396750416
692,Plus service,Zone 2,Married,No,45,365.7322682760365,16457.95207242164,0.9949834533918189
693,E-service,Zone 3,Married,No,35,119.19363219229487,4171.777126730321,0.9581763478828588
694,Basic service,Zone 1,Unmarried,Yes,25,23.606281998985953,590.1570499746488,0.6949108701895654
695,Total service,Zone 1,Unmarried,No,65,127.1304281084252,8263.477827047638,0.9623373194034001
696,E-service,Zone 1,Unmarried,No,35,1736.810623797849,60788.37183292472,0.9999110731781194
697,Total service,Zone 2,Unmarried,Yes,65,29.532258599128873,1919.5968089433768,0.7512978025198516
698,Plus service,Zone 2,Unmarried,No,45,1865.850215285815,83963.25968786168,0.9999283954302758
699,Total service,Zone 1,Married,No,65,63.751297989566595,4143.8343693218285,0.8958761041979122
700,E-service,Zone 1,Unmarried,Yes,35,106.82943195202868,3739.030118321004,0.9502605421458531
701,E-service,Zone 1,Unmarried,Yes,35,126.63650668953854,4432.277734133849,0.9620960274907722
702,E-service,Zone 2,Unmarried,No,35,302.68012695850547,10593.804443547691,0.9924943573816645
703,Plus service,Zone 1,Unmarried,No,45,372.28106833588265,16752.64807511472,0.9951740826792046
704,Plus service,Zone 1,Unmarried,No,45,315.82486314421783,14212.118841489802,0.9931328520950479
705,Basic service,Zone 2,Unmarried,Yes,25,33.681103413069074,842.0275853267268,0.7816061476803932
706,E-service,Zone 3,Married,No,35,42.388454018595304,1483.5958906508356,0.8291691035440845
707,E-service,Zone 2,Unmarried,No,35,175.70354359996594,6149.624025998808,0.978427177967222
708,E-service,Zone 2,Unmarried,No,35,106.19055999979415,3716.669599992795,0.9497946127201776
709,Plus service,Zone 2,Married,No,45,223.893675295505,10075.215388297725,0.986270290335801
710,Total service,Zone 2,Married,Yes,65,44.29238615633883,2879.005100162024,0.8374405268547733
711,Total service,Zone 3,Married,No,65,74.58254725715184,4847.8655717148695,0.9156873219530871
712,Basic service,Zone 2,Unmarried,Yes,25,116.20328144865384,2905.082036216346,0.9564372610681676
713,Total service,Zone 1,Married,Yes,65,247.92165686214724,16114.90769603957,0.9887475489345121
714,Total service,Zone 1,Married,No,65,414.1233067175692,26918.014936642,0.9961883915277226
715,Total service,Zone 2,Married,No,65,70.34910523519784,4572.69184028786,0.908668890575199
716,Basic service,Zone 1,Married,No,25,121.31763622349804,3032.940905587451,0.9593518417945233
717,Total service,Zone 1,Married,No,65,423.21289777220505,27508.83835519333,0.9963700046730375
718,Plus service,Zone 1,Married,No,45,206.01131634360397,9270.50923546218,0.983911429555643
719,Plus service,Zone 1,Unmarried,No,45,508.898857549934,22900.44858974703,0.9976256331763103
720,Total service,Zone 2,Unmarried,Yes,65,32.75729847613748,2129.224400948936,0.7753772643856918
721,Basic service,Zone 3,Unmarried,No,25,24.03491635045542,600.8729087613855,0.6996443740501346
722,Basic service,Zone 1,Married,Yes,25,75.61666337078256,1890.416584269564,0.9172806398517425
723,Basic service,Zone 1,Married,Yes,25,24.615482838440602,615.3870709610151,0.7058710842569447
724,Total service,Zone 3,Married,No,65,28.815147252037583,1872.984571382443,0.74539138036007
725,E-service,Zone 3,Married,Yes,35,96.71725123907721,3385.1037933677026,0.9420776222708647
726,Plus service,Zone 1,Married,Yes,45,65.49732063132195,2947.379428409488,0.8995087435080054
727,E-service,Zone 3,Unmarried,No,35,98.73307777022144,3455.6577219577503,0.9438567863034419
728,Plus service,Zone 1,Unmarried,Yes,45,142.13446494382347,6396.050922472056,0.9687363501502632
729,Basic service,Zone 1,Unmarried,No,25,45.220130472399894,1130.5032618099974,0.8412509945602474
730,Basic service,Zone 2,Married,No,25,83.94446479388358,2098.6116198470895,0.928639636928688
731,Basic service,Zone 2,Unmarried,No,25,52.984816908833956,1324.6204227208489,0.8684328421164207
732,Basic service,Zone 1,Married,No,25,27.845888317670777,696.1472079417695,0.7370494938620542
733,Total service,Zone 1,Unmarried,Yes,65,15.141796961113442,984.2168024723737,0.5695493064787519
734,Basic service,Zone 3,Unmarried,No,25,200.3479571610665,5008.698929026662,0.9830474749951549
735,E-service,Zone 2,Unmarried,No,35,95.73582757395972,3350.7539650885906,0.9411817303956812
736,E-service,Zone 1,Unmarried,No,35,832.2462666245083,29128.61933185779,0.9992989781933531
737,Basic service,Zone 3,Married,No,25,107.33327011316617,2683.331752829154,0.9506236106178213
738,Basic service,Zone 1,Married,Yes,25,81.88585595065251,2047.1463987663128,0.9260551106476537
739,Total service,Zone 3,Married,No,65,117.32818140041323,7626.33179102686,0.9571034075369144
740,Plus service,Zone 3,Unmarried,No,45,73.454473356172,3305.45130102774,0.9138971156944489
741,E-service,Zone 3,Unmarried,No,35,34.98539455916781,1224.4888095708734,0.7899527051022202
742,Total service,Zone 3,Married,No,65,166.3391243075175,10812.043079988636,0.9762059773238121
743,Plus service,Zone 3,Married,No,45,1292.4548870390554,58160.469916757495,0.9997889735782358
744,Plus service,Zone 1,Married,No,45,124.71616455873657,5612.227405143145,0.9611366466715583
745,Basic service,Zone 3,Unmarried,No,25,46.3182180826311,1157.9554520657775,0.8455876407245304
746,Total service,Zone 3,Married,Yes,65,70.57767704430809,4587.549007880026,0.9090695040229513
747,E-service,Zone 3,Married,No,35,38.941647888709454,1362.9576761048309,0.8124556389315444
748,E-service,Zone 3,Married,No,35,108.14545875129988,3785.091056295496,0.9512008916854724
749,E-service,Zone 2,Unmarried,No,35,90.44370928281597,3165.529824898559,0.9359859251492363
750,Basic service,Zone 1,Married,No,25,43.55949500918565,1088.9873752296414,0.8343306366276728
751,Total service,Zone 1,Married,Yes,65,316.2039889706452,20553.25928309194,0.9931501530221075
752,Total service,Zone 3,Married,No,65,351.32175066958945,22835.913793523316,0.9945266685270416
753,E-service,Zone 3,Married,No,35,116.97010798014323,4093.953779305013,0.9568929554705621
754,Plus service,Zone 3,Married,No,45,300.8503112120469,13538.26400454211,0.9923991465455327
755,E-service,Zone 2,Married,No,35,151.54861896522948,5304.201663783032,0.9719888270343908
756,Basic service,Zone 3,Unmarried,No,25,57.3083680692226,1432.7092017305652,0.8806253556962753
757,Plus service,Zone 2,Married,Yes,45,521.8215367346143,23481.969153057642,0.9977619155398807
758,E-service,Zone 1,Married,No,35,43.34960115944461,1517.2360405805614,0.8334232140532639
759,Basic service,Zone 2,Married,No,25,217.1934845623377,5429.837114058442,0.9854463753380114
760,E-service,Zone 3,Unmarried,No,35,282.7749278353716,9897.122474238007,0.9913636282353917
761,Total service,Zone 3,Married,No,65,51.58740670084626,3353.181435555007,0.8640885710489967
762,Total service,Zone 1,Unmarried,Yes,65,29.532258599128873,1919.5968089433768,0.7512978025198516
763,Plus service,Zone 3,Unmarried,No,45,177.47143931019525,7986.214768958786,0.9788136461423267
764,Basic service,Zone 1,Married,Yes,25,66.53105686033163,1663.2764215082907,0.9015712981884068
765,E-service,Zone 3,Married,No,35,139.10911636396713,4868.81907273885,0.9675776008735301
766,Total service,Zone 2,Unmarried,Yes,65,45.90413136539378,2983.768538750596,0.8439737556040426
767,Total service,Zone 3,Married,No,65,328.4621349429717,21350.038771293162,0.9936790522613055
768,Plus service,Zone 2,Married,No,45,732.4735958594739,32961.31181367632,0.9990258689691088
769,E-service,Zone 1,Married,Yes,35,141.46396827454836,4951.2388896091925,0.9684846633347656
770,Basic service,Zone 2,Married,No,25,164.70861558460896,4117.715389615224,0.9757867398968972
771,E-service,Zone 1,Unmarried,Yes,35,61.83530025627014,2164.2355089694547,0.8916601280679219
772,Plus service,Zone 1,Married,No,45,67.38544038255718,3032.344817215073,0.9032288982173204
773,Total service,Zone 2,Married,No,65,144.7153460846451,9406.497495501932,0.969679032756236
774,Plus service,Zone 3,Unmarried,No,45,403.8207334759489,18171.9330064177,0.9959674825402285
775,Plus service,Zone 3,Married,Yes,45,117.77927915420264,5300.067561939119,0.957366444466136
776,E-service,Zone 3,Married,No,35,768.0768671451187,26882.690350079156,0.9991371216919728
777,Basic service,Zone 1,Married,Yes,25,204.20691012311585,5105.172753077896,0.983642938301082
778,Total service,Zone 2,Unmarried,Yes,65,83.17343597501939,5406.27333837626,0.9276873494006485
779,Total service,Zone 1,Married,No,65,30.075928163209674,1954.9353306086289,0.7556332509665287
780,Total service,Zone 2,Unmarried,No,65,84.7860585352515,5511.093804791348,0.9296582851567072
781,Basic service,Zone 2,Unmarried,Yes,25,56.6934394010867,1417.3359850271675,0.8789974798879631
782,Basic service,Zone 1,Married,No,25,69.40985207073743,1735.2463017684358,0.9069949514498393
783,Plus service,Zone 1,Married,No,45,28.901757769030624,1300.5790996063781,0.7461164135662637
784,Total service,Zone 3,Married,No,65,147.57101286397435,9592.115836158333,0.9706758850183396
785,Basic service,Zone 3,Unmarried,No,25,1448.7596463375853,36218.99115843963,0.9998480297151296
786,Basic service,Zone 3,Married,No,25,84.01468508255468,2100.367127063867,0.9287254521814523
787,Basic service,Zone 1,Married,Yes,25,53.66242632161379,1341.5606580403448,0.8704643317006305
788,Plus service,Zone 2,Unmarried,No,45,527.9887432381935,23759.49344571871,0.9978232974694324
789,E-service,Zone 3,Unmarried,Yes,35,107.47214753566833,3761.5251637483916,0.9507230153342099
790,E-service,Zone 3,Married,No,35,38.941647888709475,1362.9576761048315,0.8124556389315445
791,E-service,Zone 1,Married,Yes,35,110.20123223155183,3857.043128104314,0.952619370857361
792,Basic service,Zone 2,Married,No,25,79.30415354538273,1982.6038386345683,0.9226155038706529
793,E-service,Zone 1,Married,No,35,635.6190119745003,22246.66541910751,0.9986103160667039
794,Plus service,Zone 2,Unmarried,Yes,45,40.63787806283007,1828.704512827353,0.8209804444858609
795,Basic service,Zone 3,Unmarried,Yes,25,48.635686100086254,1215.8921525021563,0.8541680429511034
796,Plus service,Zone 1,Unmarried,No,45,331.6267236162285,14923.202562730283,0.9938065458229577
797,E-service,Zone 2,Married,No,35,572.5617404144457,20039.6609145056,0.9982067836517384
798,Total service,Zone 2,Unmarried,No,65,52.51113053216765,3413.223484590897,0.8669840364408422
799,Total service,Zone 2,Married,No,65,334.4262318812194,21737.70507227926,0.9939164417759321
800,Total service,Zone 1,Married,No,65,224.94155788863085,14621.201262761006,0.9863932774395091
801,Plus service,Zone 3,Married,No,45,151.37461700876156,6811.85776539427,0.9719331455218655
802,Total service,Zone 2,Married,No,65,42.04526479120281,2732.942211428183,0.8276096895358663
803,Plus service,Zone 2,Married,No,45,78.0798231665199,3513.5920424933956,0.9209017574654895
804,Plus service,Zone 1,Unmarried,No,45,241.1481795938072,10851.668081721326,0.9881161536439114
805,Plus service,Zone 3,Married,No,45,107.37529091392078,4831.888091126435,0.950653718419981
806,Plus service,Zone 3,Unmarried,No,45,635.2632621564261,28586.846797039176,0.9986083950415718
807,Plus service,Zone 1,Married,Yes,45,89.60808535291433,4032.363840881145,0.935104919426123
808,Total service,Zone 2,Unmarried,Yes,65,16.39716630595006,1065.8158098867539,0.5929896942460873
809,Plus service,Zone 3,Unmarried,No,45,555.3338490736434,24990.023208313953,0.9980700934997703
810,E-service,Zone 2,Unmarried,No,35,206.86183643637855,7240.16427527325,0.9840358662785198
811,Total service,Zone 3,Married,No,65,419.6280092836024,27275.820603434157,0.9962997936934836
812,Basic service,Zone 3,Married,No,25,32.250193741607006,806.2548435401752,0.7718392672955756
813,E-service,Zone 2,Unmarried,No,35,92.08595352418342,3223.00837334642,0.9376673668085839
814,Plus service,Zone 3,Married,No,45,260.9874257048835,11744.434156719757,0.9898413359237295
815,Plus service,Zone 3,Unmarried,No,45,77.59369992787839,3491.7164967545277,0.9202058182096361
816,Plus service,Zone 3,Unmarried,No,45,97.36224832162563,4381.301174473153,0.9426556738862094
817,Plus service,Zone 1,Unmarried,Yes,45,35.622767311318285,1603.0245290093228,0.7938523127640097
818,Plus service,Zone 3,Unmarried,No,45,217.40652409603786,9783.293584321704,0.9854736115273774
819,Total service,Zone 3,Married,No,65,79.99321738047517,5199.5591297308865,0.9235561370099367
820,Plus service,Zone 3,Unmarried,No,45,102.23363383542862,4600.513522594288,0.9467635986228636
821,Basic service,Zone 2,Married,No,25,39.0034724519979,975.0868112999475,0.812777245071953
822,Plus service,Zone 2,Unmarried,Yes,45,58.540188442764006,2634.30847992438,0.8837890116519395
823,Total service,Zone 1,Married,No,65,22.827150492422227,1483.7647820074449,0.6859951354514477
824,Total service,Zone 2,Unmarried,No,65,57.99413221450787,3769.6185939430115,0.8824022928628246
825,Basic service,Zone 3,Unmarried,Yes,25,35.579064311049585,889.4766077762396,0.7935885311122527
826,Total service,Zone 2,Unmarried,Yes,65,447.8090239421539,29107.586556240003,0.9968067020138278
827,Basic service,Zone 2,Unmarried,No,25,28.355048157336697,708.8762039334174,0.7414844618816885
828,Plus service,Zone 2,Married,No,45,596.7053805944737,26851.742126751316,0.9983775838413984
829,E-service,Zone 3,Married,No,35,96.25509270235433,3368.9282445824015,0.9416582241596567
830,E-service,Zone 1,Unmarried,Yes,35,19.541771148510108,683.9619901978538,0.6433544988203601
831,Plus service,Zone 1,Married,No,45,201.4639402253083,9065.877310138874,0.9832227328196914
832,E-service,Zone 2,Married,No,35,1461.3046226149409,51145.66179152293,0.9998517933640964
833,Basic service,Zone 1,Married,No,25,68.44207753166378,1711.0519382915945,0.9052222123433878
834,Basic service,Zone 1,Married,Yes,25,34.7151225759228,867.8780643980699,0.7882643973257312
835,Plus service,Zone 3,Unmarried,No,45,49.10648278591147,2209.791725366016,0.8558225119789453
836,Basic service,Zone 2,Married,Yes,25,27.501068117826065,687.5267029456517,0.733977272100701
837,E-service,Zone 1,Married,No,35,516.6233704274941,18081.817964962294,0.997708379375308
838,Plus service,Zone 2,Married,No,45,86.08851734870694,3873.9832806918125,0.9311933432816024
839,Plus service,Zone 2,Married,No,45,377.18243422381374,16973.209540071617,0.9953104139971212
840,Total service,Zone 3,Married,No,65,70.0383769730159,4552.494503246034,0.9081200813897052
841,Basic service,Zone 2,Married,Yes,25,42.23715493923268,1055.928873480817,0.828484294480512
842,Plus service,Zone 2,Unmarried,No,45,211.89770927983687,9535.39691759266,0.9847459764723278
843,Basic service,Zone 2,Unmarried,No,25,26.18418170615179,654.6045426537947,0.7217047061725359
844,E-service,Zone 3,Married,No,35,359.32219317534623,12576.276761137118,0.9947868868401883
845,Basic service,Zone 3,Unmarried,No,25,182.01399831919215,4550.349957979804,0.9797633051500159
846,Basic service,Zone 2,Unmarried,No,25,17.477410328695637,436.9352582173909,0.6115326310538411
847,Basic service,Zone 2,Unmarried,Yes,25,8.523733350490991,213.09333376227477,0.39830593051435637
848,Total service,Zone 1,Unmarried,Yes,65,51.266224656606134,3332.3046026793986,0.8630594552705554
849,Total service,Zone 3,Unmarried,No,65,32.51026925733978,2113.1675017270854,0.7736645712998097
850,Total service,Zone 3,Married,No,65,387.82537843845927,25208.64959849985,0.9955890751102153
851,E-service,Zone 1,Unmarried,No,35,84.83350691819464,2969.1727421368123,0.9297150814019868
852,Plus service,Zone 3,Unmarried,Yes,45,55.417369145060576,2493.781611527726,0.8755112005013719
853,E-service,Zone 1,Married,No,35,473.4252079766229,16569.882279181802,0.99718992996999
854,E-service,Zone 2,Unmarried,Yes,35,58.888876710424654,2061.110684864863,0.884661731184083
855,Plus service,Zone 3,Married,No,45,232.29240640740633,10453.158288333285,0.9872147110677224
856,Plus service,Zone 1,Unmarried,No,45,66.5654240226647,2995.4440810199117,0.9016387853925651
857,Basic service,Zone 1,Married,No,25,153.9341400389749,3848.3535009743728,0.9727367410642639
858,Plus service,Zone 3,Unmarried,Yes,45,51.4824882922324,2316.7119731504577,0.8637536863214317
859,Total service,Zone 3,Unmarried,No,65,106.98723105930576,6954.170018854874,0.9503746654287789
860,Basic service,Zone 3,Married,Yes,25,66.0472555089406,1651.181387723515,0.9006139063020876
861,E-service,Zone 3,Unmarried,No,35,106.9187957185218,3742.157850148263,0.9503252180698023
862,Plus service,Zone 2,Married,Yes,45,79.4975684246367,3577.3905791086513,0.9228812396409846
863,Total service,Zone 3,Married,Yes,65,45.64089138415985,2966.65793997039,0.8429343836399269
864,Total service,Zone 3,Unmarried,Yes,65,149.92554750947207,9745.160588115685,0.9714633084172739
865,E-service,Zone 3,Married,No,35,1426.6607920166998,49933.127720584496,0.999841096887334
866,Total service,Zone 3,Unmarried,No,65,32.200023831519346,2093.0015490487576,0.771484508412415
867,Basic service,Zone 2,Married,No,25,100.22818243703732,2505.704560925933,0.9451257039761529
868,Total service,Zone 3,Married,No,65,90.74300680844503,5898.295442548927,0.936297244844614
869,Plus service,Zone 2,Married,No,45,116.2775136126154,5232.488112567693,0.95648167526698
870,E-service,Zone 3,Unmarried,No,35,119.3082516864512,4175.788809025792,0.9582410154293154
871,Total service,Zone 1,Unmarried,Yes,65,29.005585640193182,1885.3630666125568,0.7469812953769362
872,Plus service,Zone 3,Unmarried,No,45,512.3887941816674,23057.495738175036,0.9976635018382486
873,Plus service,Zone 2,Married,Yes,45,260.0520120983852,11702.340544427334,0.9897680020058447
874,E-service,Zone 3,Married,No,35,191.14281823888555,6689.998638360994,0.9814997562991643
875,Basic service,Zone 3,Unmarried,No,25,156.69048393570415,3917.2620983926035,0.9735663222764053
876,Plus service,Zone 3,Married,No,45,700.0101872923921,31500.458428157643,0.9989074586352259
877,Plus service,Zone 1,Unmarried,No,45,98.61971646863127,4437.887241088407,0.9437588484239235
878,Plus service,Zone 1,Married,No,45,311.87496432835815,14034.373394776117,0.9929490189687681
879,Total service,Zone 1,Unmarried,Yes,65,84.58216626933779,5497.8408075069565,0.9294134587232046
880,E-service,Zone 3,Married,No,35,59.25781454291674,2074.023509002086,0.885574488059993
881,Total service,Zone 1,Married,No,65,111.60261118606708,7254.1697270943605,0.9535525691856128
882,Total service,Zone 1,Married,No,65,92.35630506557052,6003.159829262084,0.9379380008929528
883,Plus service,Zone 2,Unmarried,No,45,115.41402762889005,5193.631243300052,0.9559609945595925
884,E-service,Zone 2,Unmarried,No,35,46.65134067303809,1632.7969235563332,0.8468675878581887
885,Plus service,Zone 2,Married,No,45,417.8670187959066,18804.015845815797,0.9962646363027772
886,Plus service,Zone 2,Unmarried,No,45,254.95018930707693,11472.758518818462,0.9893549712050342
887,Total service,Zone 2,Unmarried,No,65,75.88977125803665,4932.835131772382,0.9176940281251955
888,Total service,Zone 2,Married,No,65,39.15402011481388,2545.0113074629026,0.813556833289282
889,E-service,Zone 2,Unmarried,Yes,35,176.39960554643056,6173.98619412507,0.9785805076705408
890,Total service,Zone 3,Married,Yes,65,53.246984199317616,3461.053972955645,0.8692244873996844
891,Total service,Zone 1,Married,No,65,119.51402210943724,7768.41143711342,0.9583567512422204
892,E-service,Zone 3,Married,Yes,35,44.97573750950368,1574.1508128326288,0.8402605512505277
893,Plus service,Zone 2,Unmarried,No,45,91.36527138917496,4111.437212512873,0.9369374914743748
894,Total service,Zone 3,Unmarried,Yes,65,45.90413136539376,2983.7685387505944,0.8439737556040428
